0.000060	0.063498
0.000120	0.063458
0.000180	0.063418
0.000240	0.063377
0.000300	0.063337
0.000360	0.063297
0.000420	0.063257
0.000480	0.063216
0.000540	0.063176
0.000600	0.063136
0.000660	0.063096
0.000720	0.063056
0.000780	0.063016
0.000840	0.062976
0.000900	0.062936
0.000960	0.062896
0.001020	0.062856
0.001080	0.062816
0.001140	0.062776
0.001200	0.062737
0.001260	0.062697
0.001320	0.062657
0.001380	0.062617
0.001440	0.062578
0.001500	0.062538
0.001560	0.062498
0.001620	0.062459
0.001680	0.062419
0.001740	0.062379
0.001800	0.062340
0.001860	0.062300
0.001920	0.062261
0.001980	0.062221
0.002040	0.062182
0.002100	0.062142
0.002160	0.062103
0.002220	0.062064
0.002280	0.062024
0.002340	0.061985
0.002400	0.061946
0.002460	0.061906
0.002520	0.061867
0.002580	0.061828
0.002640	0.061789
0.002700	0.061749
0.002760	0.061710
0.002820	0.061671
0.002880	0.061632
0.002940	0.061593
0.003000	0.061554
0.003060	0.061515
0.003120	0.061476
0.003180	0.061437
0.003240	0.061398
0.003300	0.061359
0.003360	0.061320
0.003420	0.061281
0.003480	0.061243
0.003540	0.061204
0.003600	0.061165
0.003660	0.061126
0.003720	0.061087
0.003780	0.061049
0.003840	0.061010
0.003900	0.060971
0.003960	0.060933
0.004020	0.060894
0.004080	0.060856
0.004140	0.060817
0.004200	0.060778
0.004260	0.060740
0.004320	0.060701
0.004380	0.060663
0.004440	0.060625
0.004500	0.060586
0.004560	0.060548
0.004620	0.060509
0.004680	0.060471
0.004740	0.060433
0.004800	0.060394
0.004860	0.060356
0.004920	0.060318
0.004980	0.060280
0.005040	0.060242
0.005100	0.060203
0.005160	0.060165
0.005220	0.060127
0.005280	0.060089
0.005340	0.060051
0.005400	0.060013
0.005460	0.059975
0.005520	0.059937
0.005580	0.059899
0.005640	0.059861
0.005700	0.059823
0.005760	0.059785
0.005820	0.059747
0.005880	0.059710
0.005940	0.059672
0.006000	0.059634
0.006060	0.059596
0.006120	0.059558
0.006180	0.059521
0.006240	0.059483
0.006300	0.059445
0.006360	0.059408
0.006420	0.059370
0.006480	0.059333
0.006540	0.059295
0.006600	0.059257
0.006660	0.059220
0.006720	0.059182
0.006780	0.059145
0.006840	0.059108
0.006900	0.059070
0.006960	0.059033
0.007020	0.058995
0.007080	0.058958
0.007140	0.058921
0.007200	0.058883
0.007260	0.058846
0.007320	0.058809
0.007380	0.058772
0.007440	0.058734
0.007500	0.058697
0.007560	0.058660
0.007620	0.058623
0.007680	0.058586
0.007740	0.058549
0.007800	0.058512
0.007860	0.058475
0.007920	0.058438
0.007980	0.058401
0.008040	0.058364
0.008100	0.058327
0.008160	0.058290
0.008220	0.058253
0.008280	0.058216
0.008340	0.058179
0.008400	0.058142
0.008460	0.058106
0.008520	0.058069
0.008580	0.058032
0.008640	0.057995
0.008700	0.057959
0.008760	0.057922
0.008820	0.057885
0.008880	0.057849
0.008940	0.057812
0.009000	0.057776
0.009060	0.057739
0.009120	0.057703
0.009180	0.057666
0.009240	0.057630
0.009300	0.057593
0.009360	0.057557
0.009420	0.057520
0.009480	0.057484
0.009540	0.057447
0.009600	0.057411
0.009660	0.057375
0.009720	0.057339
0.009780	0.057302
0.009840	0.057266
0.009900	0.057230
0.009960	0.057194
0.010020	0.057157
0.010080	0.057121
0.010140	0.057085
0.010200	0.057049
0.010260	0.057013
0.010320	0.056977
0.010380	0.056941
0.010440	0.056905
0.010500	0.056869
0.010560	0.056833
0.010620	0.056797
0.010680	0.056761
0.010740	0.056725
0.010800	0.056689
0.010860	0.056653
0.010920	0.056618
0.010980	0.056582
0.011040	0.056546
0.011100	0.056510
0.011160	0.056474
0.011220	0.056439
0.011280	0.056403
0.011340	0.056367
0.011400	0.056332
0.011460	0.056296
0.011520	0.056261
0.011580	0.056225
0.011640	0.056189
0.011700	0.056154
0.011760	0.056118
0.011820	0.056083
0.011880	0.056047
0.011940	0.056012
0.012000	0.055977
0.012060	0.055941
0.012120	0.055906
0.012180	0.055870
0.012240	0.055835
0.012300	0.055800
0.012360	0.055765
0.012420	0.055729
0.012480	0.055694
0.012540	0.055659
0.012600	0.055624
0.012660	0.055589
0.012720	0.055553
0.012780	0.055518
0.012840	0.055483
0.012900	0.055448
0.012960	0.055413
0.013020	0.055378
0.013080	0.055343
0.013140	0.055308
0.013200	0.055273
0.013260	0.055238
0.013320	0.055203
0.013380	0.207315
0.013440	0.356228
0.013500	0.595239
0.013560	0.868545
0.013620	1.129191
0.013680	1.347068
0.013740	1.454033
0.013800	1.448055
0.013860	1.410849
0.013920	1.371043
0.013980	1.332122
0.014040	1.294345
0.014100	1.257696
0.014160	1.222144
0.014220	1.187656
0.014280	1.154199
0.014340	1.121741
0.014400	1.090254
0.014460	1.059707
0.014520	1.030073
0.014580	1.001323
0.014640	0.973431
0.014700	0.946371
0.014760	0.920119
0.014820	0.894649
0.014880	0.869938
0.014940	0.845963
0.015000	0.822703
0.015060	0.800135
0.015120	0.778239
0.015180	0.756995
0.015240	0.736383
0.015300	0.716384
0.015360	0.696979
0.015420	0.678152
0.015480	0.659884
0.015540	0.642159
0.015600	0.624960
0.015660	0.608272
0.015720	0.592079
0.015780	0.576367
0.015840	0.561121
0.015900	0.546328
0.015960	0.531973
0.016020	0.518044
0.016080	0.504527
0.016140	0.491411
0.016200	0.478684
0.016260	0.466334
0.016320	0.454349
0.016380	0.442719
0.016440	0.431434
0.016500	0.420482
0.016560	0.409855
0.016620	0.399541
0.016680	0.389533
0.016740	0.379820
0.016800	0.370395
0.016860	0.361248
0.016920	0.352371
0.016980	0.343757
0.017040	0.335396
0.017100	0.327283
0.017160	0.319409
0.017220	0.311767
0.017280	0.304351
0.017340	0.297153
0.017400	0.290168
0.017460	0.283388
0.017520	0.276809
0.017580	0.270423
0.017640	0.264225
0.017700	0.258210
0.017760	0.252371
0.017820	0.246705
0.017880	0.241205
0.017940	0.235867
0.018000	0.230686
0.018060	0.225657
0.018120	0.220777
0.018180	0.216039
0.018240	0.211441
0.018300	0.206977
0.018360	0.202645
0.018420	0.198440
0.018480	0.194358
0.018540	0.190396
0.018600	0.186550
0.018660	0.182816
0.018720	0.179192
0.018780	0.175675
0.018840	0.172260
0.018900	0.168945
0.018960	0.165727
0.019020	0.162603
0.019080	0.159571
0.019140	0.156627
0.019200	0.153769
0.019260	0.150994
0.019320	0.148301
0.019380	0.145686
0.019440	0.143147
0.019500	0.140682
0.019560	0.138289
0.019620	0.135966
0.019680	0.133710
0.019740	0.131520
0.019800	0.129394
0.019860	0.127329
0.019920	0.125324
0.019980	0.123378
0.020040	0.121488
0.020100	0.119652
0.020160	0.117870
0.020220	0.116140
0.020280	0.114459
0.020340	0.112827
0.020400	0.111243
0.020460	0.109704
0.020520	0.108209
0.020580	0.106758
0.020640	0.105348
0.020700	0.103979
0.020760	0.102649
0.020820	0.101358
0.020880	0.100103
0.020940	0.101326
0.021000	0.124533
0.021060	0.162030
0.021120	0.199775
0.021180	0.235521
0.021240	0.266037
0.021300	0.282228
0.021360	0.281592
0.021420	0.275712
0.021480	0.269354
0.021540	0.263130
0.021600	0.257088
0.021660	0.251224
0.021720	0.245535
0.021780	0.240014
0.021840	0.234657
0.021900	0.229459
0.021960	0.224415
0.022020	0.219521
0.022080	0.214772
0.022140	0.210163
0.022200	0.205690
0.022260	0.201350
0.022320	0.197138
0.022380	0.193051
0.022440	0.189084
0.022500	0.185234
0.022560	0.181498
0.022620	0.177872
0.022680	0.174353
0.022740	0.170938
0.022800	0.167623
0.022860	0.164406
