0.000060	757	1
0.000060	144	0
0.000120	77	1
0.000240	130	1
0.000240	506	1
0.000240	922	1
0.000240	164	0
0.000300	570	1
0.000360	142	0
0.000360	195	0
0.000420	316	1
0.000420	791	1
0.000420	821	1
0.000480	1018	1
0.000480	1022	1
0.000600	124	0
0.000660	5	1
0.000660	38	1
0.000660	549	1
0.000720	618	1
0.000720	820	1
0.000780	208	1
0.000780	373	1
0.000780	475	1
0.000840	23	1
0.000840	456	1
0.000840	686	1
0.000840	237	0
0.000900	205	0
0.001020	755	1
0.001080	171	0
0.001080	211	0
0.001080	250	0
0.001140	75	1
0.001260	44	0
0.001320	404	1
0.001320	108	0
0.001380	258	1
0.001380	18	0
0.001380	40	0
0.001440	498	1
0.001560	517	1
0.001680	332	1
0.001680	749	1
0.001680	753	1
0.001680	28	0
0.001800	531	1
0.001860	603	1
0.001860	1008	1
0.001920	106	0
0.001980	969	1
0.002040	256	1
0.002040	339	1
0.002160	380	1
0.002220	34	1
0.002220	750	1
0.002220	773	1
0.002280	113	1
0.002460	518	1
0.002460	160	0
0.002520	29	0
0.002520	173	0
0.002520	198	0
0.002580	699	1
0.002580	132	0
0.002640	564	1
0.002640	578	1
0.002640	95	0
0.002640	251	0
0.002760	521	1
0.002760	43	0
0.002940	50	1
0.002940	57	0
0.002940	210	0
0.003000	315	1
0.003000	1003	1
0.003000	227	0
0.003060	20	0
0.003120	78	0
0.003120	131	0
0.003180	172	0
0.003180	185	0
0.003540	629	1
0.003540	647	1
0.003540	654	1
0.003660	775	1
0.003660	26	0
0.003720	579	1
0.003720	690	1
0.003780	382	1
0.003780	758	1
0.003840	780	1
0.003960	489	1
0.003960	55	0
0.003960	217	0
0.004020	233	0
0.004080	89	1
0.004080	892	1
0.004080	34	0
0.004080	234	0
0.004140	551	1
0.004140	123	0
0.004200	130	0
0.004260	886	1
0.004260	62	0
0.004260	169	0
0.004320	74	0
0.004320	165	0
0.004320	181	0
0.004380	27	0
0.004440	107	1
0.004500	194	1
0.004500	890	1
0.004560	8	1
0.004620	255	1
0.004620	457	1
0.004680	54	0
0.004740	9	0
0.004800	173	1
0.004800	881	1
0.004800	192	0
0.004860	138	0
0.004860	254	0
0.004980	232	1
0.004980	782	1
0.004980	827	1
0.005040	602	1
0.005040	60	0
0.005100	759	1
0.005100	75	0
0.005160	125	0
0.005280	31	0
0.005280	121	0
0.005340	693	1
0.005340	64	0
0.005400	937	1
0.005400	253	0
0.005520	253	1
0.005520	241	0
0.005640	122	0
0.005700	236	0
0.005700	255	0
0.005760	183	0
0.005820	42	0
0.006000	846	1
0.006060	368	1
0.006120	85	1
0.006120	163	1
0.006180	252	1
0.006180	667	1
0.006180	975	1
0.006180	153	0
0.006180	239	0
0.006240	877	1
0.006240	135	0
0.006300	98	1
0.006360	168	1
0.006480	819	1
0.006480	965	1
0.006660	120	0
0.006720	320	1
0.006720	46	0
0.006780	556	1
0.006840	102	1
0.006840	736	1
0.006840	850	1
0.006840	167	0
0.007080	242	0
0.007140	357	1
0.007260	289	1
0.007440	798	1
0.007500	421	1
0.007560	188	0
0.007740	85	0
0.007800	300	1
0.007800	992	1
0.007800	38	0
0.007860	273	1
0.007920	152	1
0.007920	613	1
0.007920	786	1
0.007920	944	1
0.007980	188	1
0.007980	59	0
0.008100	73	0
0.008160	215	0
0.008220	215	1
0.008220	53	0
0.008280	487	1
0.008400	889	1
0.008460	70	1
0.008460	310	1
0.008460	460	1
0.008520	2	0
0.008580	533	1
0.008640	61	0
0.008640	204	0
0.008760	139	0
0.008880	729	1
0.008880	25	0
0.008940	770	1
0.009000	58	0
0.009120	236	1
0.009180	442	1
0.009180	229	0
0.009240	46	1
0.009240	149	0
0.009300	988	1
0.009360	49	0
0.009360	117	0
0.009360	193	0
0.009420	217	1
0.009480	359	1
0.009540	420	1
0.009540	67	0
0.009600	844	1
0.009660	252	0
0.009720	458	1
0.009720	783	1
0.009840	240	0
0.009900	208	0
0.009960	309	1
0.010020	79	0
0.010080	482	1
0.010080	32	0
0.010080	115	0
0.010140	385	1
0.010200	837	1
0.010380	207	0
0.010380	214	0
0.010500	718	1
0.010560	829	1
0.010560	194	0
0.010620	738	1
0.010620	182	0
0.010800	292	1
0.010800	954	1
0.010800	177	0
0.010860	159	1
0.010860	474	1
0.010920	361	1
0.011040	212	0
0.011100	42	1
0.011100	99	0
0.011160	30	0
0.011160	93	0
0.011160	220	0
0.011280	529	1
0.011400	735	1
0.011400	84	0
0.011460	930	1
0.011520	58	1
0.011520	317	1
0.011520	838	1
0.011580	839	1
0.011640	21	0
0.011760	1005	1
0.011820	646	1
0.011820	842	1
0.011880	112	0
0.012000	55	1
0.012000	216	0
0.012060	129	0
0.012120	508	1
0.012120	524	1
0.012180	527	1
0.012240	608	1
0.012300	92	0
0.012300	145	0
0.012360	670	1
0.012360	23	0
0.012420	8	0
0.012480	254	1
0.012600	266	1
0.012780	141	1
0.012840	1000	1
0.012900	619	1
0.012900	10	0
0.013020	303	1
0.013080	41	0
0.013200	212	1
0.013260	62	1
0.013260	409	1
0.013260	522	1
0.013320	128	1
0.013380	36	0
0.013380	77	0
0.013440	704	1
0.013620	97	0
0.013620	246	0
0.013800	95	1
0.013800	101	0
0.013920	966	1
0.014040	542	1
0.014100	637	1
0.014160	343	1
0.014160	857	1
0.014220	229	1
0.014220	98	0
0.014280	453	1
0.014340	461	1
0.014400	845	1
0.014400	127	0
0.014460	136	1
0.014460	710	1
0.014460	50	0
0.014580	283	1
0.014640	312	1
0.014640	395	1
0.014700	336	1
0.014700	538	1
0.014700	875	1
0.014820	66	0
0.014820	224	0
0.014880	643	1
0.014940	406	1
0.015000	467	1
0.015000	852	1
0.015060	248	1
0.015120	381	1
0.015180	669	1
0.015180	189	0
0.015240	65	0
0.015360	788	1
0.015360	133	0
0.015420	353	1
0.015480	63	0
0.015540	240	1
0.015600	712	1
0.015660	951	1
0.015840	269	1
0.015900	468	1
0.015960	999	1
0.016080	341	1
0.016080	202	0
0.016140	10	1
0.016140	226	1
0.016140	441	1
0.016140	756	1
0.016200	196	1
0.016320	722	1
0.016320	795	1
0.016380	502	1
0.016380	733	1
0.016380	14	0
0.016380	146	0
0.016500	347	1
0.016500	511	1
0.016500	943	1
0.016500	103	0
0.016560	93	1
0.016680	311	1
0.016740	106	1
0.016740	661	1
0.016740	812	1
0.016740	197	0
0.016800	796	1
0.016860	444	1
0.016860	685	1
0.016860	35	0
0.016920	231	1
0.016920	928	1
0.016980	32	1
0.016980	80	0
0.016980	226	0
0.017040	71	0
0.017100	238	0
0.017280	66	1
0.017460	745	1
0.017520	469	1
0.017520	45	0
0.017580	765	1
0.017640	69	0
0.017700	224	1
0.017700	587	1
0.017700	878	1
0.017760	834	1
0.017820	375	1
0.018000	29	1
0.018000	672	1
0.018000	962	1
0.018120	56	1
0.018120	209	0
0.018300	47	0
0.018420	88	0
0.018480	354	1
0.018480	396	1
0.018540	413	1
0.018660	86	0
0.018720	14	1
0.018720	48	0
0.018720	70	0
0.018720	91	0
0.018780	182	1
0.018780	168	0
0.018960	69	1
0.019080	297	1
0.019080	360	1
0.019080	496	1
0.019080	697	1
0.019080	203	0
0.019140	701	1
0.019200	664	1
0.019260	348	1
0.019260	128	0
0.019320	134	1
0.019320	684	1
0.019320	912	1
0.019320	159	0
0.019380	789	1
0.019440	800	1
0.019500	76	1
0.019500	824	1
0.019500	19	0
0.019500	72	0
0.019500	83	0
0.019620	134	0
0.019680	230	0
0.019800	634	1
0.019860	206	1
0.019860	17	0
0.019920	293	1
0.019920	119	0
0.019980	572	1
0.019980	666	1
0.019980	902	1
0.020040	109	1
0.020040	96	0
0.020040	187	0
0.020100	628	1
0.020100	76	0
0.020280	828	1
0.020460	379	1
0.020460	110	0
0.020520	717	1
0.020520	1015	1
0.020520	105	0
0.020520	147	0
0.020580	175	0
0.020580	199	0
0.020640	120	1
0.020760	21	1
0.020760	263	1
0.020760	809	1
0.020820	169	1
0.020820	432	1
0.020820	477	1
0.020820	52	0
0.020820	166	0
0.020880	94	0
0.020940	748	1
0.020940	152	0
0.021000	170	1
0.021000	577	1
0.021000	16	0
0.021000	184	0
0.021060	268	1
0.021060	727	1
0.021060	114	0
0.021060	190	0
0.021120	116	0
0.021180	200	0
0.021180	201	0
0.021180	213	0
0.021300	331	1
0.021300	104	0
0.021420	37	0
0.021480	516	1
0.021540	512	1
0.021540	22	0
0.021600	306	1
0.021600	777	1
0.021660	109	0
0.021720	895	1
0.021780	7	1
0.021780	189	1
0.021780	337	1
0.022020	479	1
0.022020	111	0
0.022080	81	0
0.022080	141	0
0.022140	90	0
0.022200	731	1
0.022260	652	1
0.022320	945	1
0.022380	160	1
0.022380	118	0
0.022440	865	1
0.022500	448	1
0.022560	974	1
0.022620	198	1
0.022680	532	1
0.022740	543	1
0.022740	100	0
0.022740	191	0
0.022800	528	1
0.022920	744	1
0.022920	860	1
0.023040	376	1
0.023040	805	1
0.023100	807	1
0.023100	87	0
0.023100	180	0
0.023160	367	1
0.023220	342	1
0.023280	24	0
0.023340	171	0
0.023400	446	1
0.023460	161	1
0.023460	743	1
0.023460	818	1
0.023520	154	0
0.023580	100	1
0.023580	324	1
0.023700	933	1
0.023820	108	1
0.023820	874	1
0.023820	40	0
0.023880	813	1
0.024000	68	1
0.024000	885	1
0.024000	158	0
0.024180	210	1
0.024180	33	0
0.024240	221	1
0.024240	1023	1
0.024240	11	0
0.024300	102	0
0.024360	195	0
0.024420	464	1
0.024420	95	0
0.024540	15	0
0.024660	149	1
0.024660	126	0
0.024720	206	0
0.024780	137	1
0.024780	308	1
0.024840	234	1
0.024840	222	0
0.024900	79	1
0.024960	45	1
0.024960	218	0
0.025080	186	0
0.025140	355	1
0.025140	730	1
0.025200	905	1
0.025200	910	1
0.025260	462	1
0.025440	465	1
0.025440	903	1
0.025500	211	0
0.025560	241	1
0.025560	1021	1
0.025680	645	1
0.025680	219	0
0.025740	237	1
0.025740	569	1
0.025740	13	0
0.025800	691	1
0.025800	3	0
0.025800	156	0
0.025920	179	0
0.025980	56	0
0.026040	416	1
0.026160	153	1
0.026220	61	1
0.026220	535	1
0.026220	554	1
0.026280	504	1
0.026400	137	0
0.026460	455	1
0.026460	547	1
0.026460	935	1
0.026460	57	0
0.026640	920	1
0.026700	222	1
0.026700	51	0
0.026760	609	1
0.026820	60	0
0.026880	150	0
0.026880	196	0
0.026940	802	1
0.027000	611	1
0.027000	144	0
0.027000	162	0
0.027000	170	0
0.027120	500	1
0.027180	177	1
0.027240	871	1
0.027240	980	1
0.027300	78	0
0.027300	89	0
0.027360	623	1
0.027360	649	1
0.027420	68	0
0.027480	174	0
0.027600	225	0
0.027660	803	1
0.027720	417	1
0.027720	223	0
0.027840	1	0
0.027900	39	0
0.027960	767	1
0.027960	231	0
0.028080	227	1
0.028080	192	0
0.028140	82	0
0.028200	814	1
0.028260	157	1
0.028260	439	1
0.028260	810	1
0.028260	1009	1
0.028380	563	1
0.028380	74	0
0.028440	707	1
0.028500	5	0
0.028500	43	0
0.028500	210	0
0.028560	882	1
0.028620	936	1
0.028620	113	0
0.028680	557	1
0.028680	716	1
0.028740	198	0
0.028800	136	0
0.028920	172	1
0.028920	509	1
0.028920	792	1
0.028980	779	1
0.029040	407	1
0.029160	28	1
0.029160	116	1
0.029160	106	0
0.029160	161	0
0.029160	227	0
0.029220	107	0
0.029220	163	0
0.029220	178	0
0.029280	576	1
0.029340	62	0
0.029400	630	1
0.029460	879	1
0.029460	978	1
0.029460	64	0
0.029520	632	1
0.029580	823	1
0.029580	148	0
0.029640	36	1
0.029700	272	1
0.029700	706	1
0.029700	26	0
0.029880	27	1
0.029880	393	1
0.029940	959	1
0.030060	165	0
0.030180	157	0
0.030300	123	1
0.030300	232	0
0.030420	213	1
0.030420	768	1
